Entry,Index,NAME,a,b,c,alpha,gamma,beta,r_factor,calculated_density
HOMOLUMOCHON_final|UCOPEH|2075,2076,UCOPEH,13.4601,7.3065,12.1746,90.0,90.0,110.89,5.96,1.438
HOMOLUMOCHON_final|UCUXIA|2076,2077,UCUXIA,5.329,9.396,20.626,90.0,90.0,96.823,7.14,1.446
HOMOLUMOCHON_final|UDADIO|2077,2078,UDADIO,8.267,10.4877,14.6808,90.0,90.0,102.9,3.27,1.388
HOMOLUMOCHON_final|UDECIQ|2078,2079,UDECIQ,13.927,9.874,15.389,90.0,90.0,96.09,4.21,1.315
HOMOLUMOCHON_final|UDUDON|2079,2080,UDUDON,10.7307,18.003,9.4773,90.0,90.0,113.798,4.04,1.31
HOMOLUMOCHON_final|UFAJER|2080,2081,UFAJER,20.5388,4.455,16.5764,90.0,90.0,114.955,3.75,1.436
HOMOLUMOCHON_final|UFAPAT|2081,2082,UFAPAT,18.519,4.816,11.884,90.0,90.0,107.521,6.6,1.276
HOMOLUMOCHON_final|UFUGOS|2082,2083,UFUGOS,7.4315,8.443,21.576,90.0,90.0,90.0,4.19,1.346
HOMOLUMOCHON_final|UFUHIN|2083,2084,UFUHIN,13.312,8.618,19.427,90.0,90.0,103.393,5.85,1.285
HOMOLUMOCHON_final|UGOGOM|2084,2085,UGOGOM,4.9093,18.902,22.213,90.0,90.0,90.0,5.3,1.313
HOMOLUMOCHON_final|UGOMIM|2085,2086,UGOMIM,25.957,15.199,6.7114,90.0,90.0,90.0,5.59,1.507
HOMOLUMOCHON_final|UHASEB|2086,2087,UHASEB,8.2333,7.787,26.445,90.0,90.0,98.333,4.12,1.186
HOMOLUMOCHON_final|UHASIF|2087,2088,UHASIF,10.4779,10.6838,17.4395,90.0,90.0,90.0,3.58,1.23
HOMOLUMOCHON_final|UHASOL|2088,2089,UHASOL,8.3194,10.7382,11.0105,90.0,90.0,101.232,3.61,1.203
HOMOLUMOCHON_final|UHASUR|2089,2090,UHASUR,9.1446,10.8456,13.1962,92.679,99.87,91.547,3.81,1.307
HOMOLUMOCHON_final|UHISUZ|2090,2091,UHISUZ,9.146,17.9085,9.1151,90.0,90.0,95.528,4.82,1.191
HOMOLUMOCHON_final|UJENEC|2091,2092,UJENEC,9.9837,9.9837,18.1771,90.0,90.0,90.0,9.75,1.299
HOMOLUMOCHON_final|UJUYED|2092,2093,UJUYED,29.048,5.7108,14.709,90.0,90.0,102.212,7.16,1.18
HOMOLUMOCHON_final|UKIWAN|2093,2094,UKIWAN,4.7195,16.9565,12.6172,90.0,90.0,100.623,3.96,1.374
HOMOLUMOCHON_final|UKODEE|2094,2095,UKODEE,12.925,8.273,23.954,90.0,90.0,90.0,2.5,1.376
HOMOLUMOCHON_final|ULAFOD|2095,2096,ULAFOD,11.7945,6.7731,18.975,90.0,90.0,97.507,6.5,1.354
HOMOLUMOCHON_final|ULAKEX|2096,2097,ULAKEX,12.556,9.61,10.967,90.0,90.0,90.0,6.2,1.241
HOMOLUMOCHON_final|ULAKOH|2097,2098,ULAKOH,9.3985,10.7275,13.83,90.0,90.0,100.354,4.6,1.198
HOMOLUMOCHON_final|ULEDIZ|2098,2099,ULEDIZ,8.642,4.9702,24.972,90.0,90.0,95.14,5.78,1.382
HOMOLUMOCHON_final|ULIDUP|2099,2100,ULIDUP,10.9995,11.0531,11.4381,95.113,118.219,111.582,5.3,1.291
HOMOLUMOCHON_final|ULIHUT|2100,2101,ULIHUT,25.4718,7.0666,15.0815,90.0,90.0,94.373,6.6,1.493
HOMOLUMOCHON_final|ULIMOS|2101,2102,ULIMOS,11.4805,13.8247,14.618,104.808,100.642,103.706,5.12,1.16
HOMOLUMOCHON_final|ULIMUY|2102,2103,ULIMUY,11.7992,8.094,17.0196,90.0,90.0,107.489,3.95,1.12
HOMOLUMOCHON_final|ULINUZ|2103,2104,ULINUZ,9.7037,16.5123,13.8847,90.0,90.0,102.132,4.76,1.251
HOMOLUMOCHON_final|ULIZIY|2104,2105,ULIZIY,11.3242,11.0525,13.6553,90.0,90.0,90.595,3.83,1.319
HOMOLUMOCHON_final|UMATOS|2105,2106,UMATOS,32.0431,4.6033,14.2004,90.0,90.0,95.807,3.57,1.327
HOMOLUMOCHON_final|UMOPES|2106,2107,UMOPES,10.8712,5.5261,32.563,90.0,90.0,91.885,7.34,1.265
HOMOLUMOCHON_final|UNALEB|2107,2108,UNALEB,6.644,7.6383,21.5272,90.0,90.0,90.0,3.33,1.406
HOMOLUMOCHON_final|UNANON|2108,2109,UNANON,12.4376,6.2473,14.2135,90.0,90.0,93.459,4.57,1.249
HOMOLUMOCHON_final|UNANUT|2109,2110,UNANUT,13.0268,6.8021,12.7876,90.0,90.0,105.286,4.19,1.26
HOMOLUMOCHON_final|UNAPUV|2110,2111,UNAPUV,8.2299,9.6964,23.9162,90.0,90.0,90.0,4.28,1.251
HOMOLUMOCHON_final|UNAQAC|2111,2112,UNAQAC,8.2075,9.8258,24.0803,90.0,90.0,90.0,5.14,1.23
HOMOLUMOCHON_final|UNIDOL|2112,2113,UNIDOL,23.3998,8.7381,14.9479,90.0,90.0,123.196,4.29,1.311
HOMOLUMOCHON_final|UNOYAY|2113,2114,UNOYAY,10.583,10.2189,18.4509,90.0,90.0,114.147,4.19,1.275
HOMOLUMOCHON_final|UNUBUB|2114,2115,UNUBUB,14.408,5.815,14.4503,90.0,90.0,91.371,3.82,1.138
HOMOLUMOCHON_final|UPAMUU|2115,2116,UPAMUU,9.8923,10.9535,12.172,93.86,93.484,112.334,3.95,1.358
HOMOLUMOCHON_final|UPENOT|2116,2117,UPENOT,10.1403,7.1864,13.9617,90.0,90.0,90.0,2.61,1.647
HOMOLUMOCHON_final|UPEPAH|2117,2118,UPEPAH,24.617,6.42,14.466,90.0,90.0,113.892,4.32,1.501
HOMOLUMOCHON_final|UPEPIP|2118,2119,UPEPIP,7.749,11.1967,14.0827,90.0,90.0,90.0,3.02,1.534
HOMOLUMOCHON_final|UPUYIO|2119,2120,UPUYIO,6.5252,6.8964,37.043,90.0,90.0,90.0,3.52,1.241
HOMOLUMOCHON_final|UQIXUO01|2120,2121,UQIXUO01,6.693,11.285,12.087,90.0,90.0,105.421,2.49,1.247
HOMOLUMOCHON_final|URAMAC|2121,2122,URAMAC,6.277,11.5684,14.1443,85.497,76.144,89.9,3.91,1.325
HOMOLUMOCHON_final|URAWOA|2122,2123,URAWOA,19.6589,11.5155,12.4185,90.0,90.0,125.74,3.35,1.422
HOMOLUMOCHON_final|UREKUY|2123,2124,UREKUY,5.7422,9.8022,25.504,90.0,90.0,90.0,5.71,1.265
HOMOLUMOCHON_final|URELAF|2124,2125,URELAF,4.4403,11.4686,31.2763,90.0,90.0,90.0,4.74,1.457
HOMOLUMOCHON_final|UREMIO|2125,2126,UREMIO,9.2498,13.8999,14.2258,90.0,90.0,90.345,3.71,1.313
HOMOLUMOCHON_final|UREVET|2126,2127,UREVET,18.6927,6.0646,15.6262,90.0,90.0,107.212,4.39,1.371
HOMOLUMOCHON_final|UREXAR|2127,2128,UREXAR,10.5721,10.426,15.7633,90.0,90.0,101.641,3.99,1.344
HOMOLUMOCHON_final|UREXEV|2128,2129,UREXEV,8.0488,13.6065,16.788,90.0,90.0,106.298,3.77,1.349
HOMOLUMOCHON_final|URUNOL|2129,2130,URUNOL,8.0067,11.2455,24.1247,90.0,90.0,90.0,4.01,1.353
HOMOLUMOCHON_final|URUNUR|2130,2131,URUNUR,8.6505,8.0985,15.3926,90.0,90.0,90.057,3.35,1.4
HOMOLUMOCHON_final|USIMIT|2131,2132,USIMIT,9.2295,11.037,17.1487,90.0,90.0,121.994,3.63,1.418
HOMOLUMOCHON_final|USOGIT|2132,2133,USOGIT,7.5056,7.2523,17.4489,90.0,90.0,90.6,3.83,1.358
HOMOLUMOCHON_final|UVATAN|2133,2134,UVATAN,7.7415,10.0575,14.2538,76.801,74.254,88.027,3.99,1.264
HOMOLUMOCHON_final|UVINOD|2134,2135,UVINOD,8.5885,13.388,15.162,90.0,90.0,90.0,3.73,1.323
HOMOLUMOCHON_final|UVOYEK|2135,2136,UVOYEK,8.9026,9.2288,14.7549,90.0,90.0,90.0,3.2,1.366
HOMOLUMOCHON_final|UWUSOV|2136,2137,UWUSOV,6.3441,10.009,20.8567,90.0,90.0,97.231,4.13,1.715
HOMOLUMOCHON_final|UXELOZ|2137,2138,UXELOZ,9.5076,15.1791,11.2792,90.0,90.0,101.874,3.42,1.307
HOMOLUMOCHON_final|UXELUF|2138,2139,UXELUF,7.1013,10.3485,15.0059,90.0,90.0,90.0,3.56,1.357
HOMOLUMOCHON_final|UXOFET|2139,2140,UXOFET,9.8565,10.6047,12.3764,108.001,117.401,92.462,4.48,1.351
HOMOLUMOCHON_final|UXOLUP|2140,2141,UXOLUP,10.0031,11.4987,12.6151,104.921,96.114,112.073,4.24,1.445
HOMOLUMOCHON_final|UXUFUP|2141,2142,UXUFUP,10.822,9.155,11.861,90.0,90.0,95.511,5.73,1.273
HOMOLUMOCHON_final|UXUGUQ|2142,2143,UXUGUQ,10.6343,10.6971,18.9211,90.0,90.0,90.0,2.53,1.254
HOMOLUMOCHON_final|UYILEU|2143,2144,UYILEU,11.5713,8.1426,12.675,90.0,90.0,92.534,4.16,1.254
HOMOLUMOCHON_final|UZETAV|2144,2145,UZETAV,18.589,11.132,9.737,90.0,90.0,104.105,10.15,1.144
HOMOLUMOCHON_final|UZIRIF|2145,2146,UZIRIF,8.961,9.259,12.207,77.131,73.893,81.294,3.91,1.363
HOMOLUMOCHON_final|UZITAZ|2146,2147,UZITAZ,11.759,23.045,7.7057,90.0,90.0,107.406,4.4,1.391
HOMOLUMOCHON_final|VABMIW|2147,2148,VABMIW,31.587,6.3168,7.8396,90.0,90.0,90.0,3.82,1.288
HOMOLUMOCHON_final|VABSUO|2148,2149,VABSUO,18.4789,10.7194,10.7768,90.0,90.0,97.437,5.32,1.197
HOMOLUMOCHON_final|VADQEY|2149,2150,VADQEY,9.948,8.018,19.603,90.0,90.0,93.645,10.06,1.236
HOMOLUMOCHON_final|VAFXUX|2150,2151,VAFXUX,8.5884,12.6747,15.8365,78.834,77.199,86.796,3.44,1.218
HOMOLUMOCHON_final|VAFYEI|2151,2152,VAFYEI,8.809,9.2002,11.103,90.0,90.0,92.499,3.89,1.405
HOMOLUMOCHON_final|VAHWAE|2152,2153,VAHWAE,4.0648,15.6753,21.9435,90.0,90.0,90.0,3.64,1.422
HOMOLUMOCHON_final|VAHWEI|2153,2154,VAHWEI,3.9147,22.823,15.634,90.0,90.0,90.0,13.3,1.428
HOMOLUMOCHON_final|VAYVEX|2154,2155,VAYVEX,10.8869,6.1138,17.3497,90.0,90.0,90.182,3.4,1.238
HOMOLUMOCHON_final|VEGMAW|2155,2156,VEGMAW,11.3655,6.2177,15.9239,90.0,90.0,94.552,4.72,1.34
HOMOLUMOCHON_final|VEHYOX|2156,2157,VEHYOX,7.4078,26.474,9.4959,90.0,90.0,98.783,6.74,1.326
HOMOLUMOCHON_final|VELPEI|2157,2158,VELPEI,11.5242,10.2024,13.4072,90.0,90.0,95.446,3.95,1.233
HOMOLUMOCHON_final|VERWUL|2158,2159,VERWUL,9.2694,11.3621,12.1721,90.0,90.0,108.0245,4.83,1.402
HOMOLUMOCHON_final|VERXAS|2159,2160,VERXAS,6.6514,22.3378,8.0734,90.0,90.0,101.6068,3.91,1.285
HOMOLUMOCHON_final|VESQEQ|2160,2161,VESQEQ,10.9577,9.0799,11.3076,90.0,90.0,96.931,3.53,1.316
HOMOLUMOCHON_final|VETPAM|2161,2162,VETPAM,9.454,16.09,12.767,90.0,90.0,102.216,5.62,1.293
HOMOLUMOCHON_final|VETPEQ|2162,2163,VETPEQ,25.047,5.6612,13.7261,90.0,90.0,90.0,4.97,1.309
HOMOLUMOCHON_final|VEVDEG|2163,2164,VEVDEG,11.9436,8.406,11.35,90.0,90.0,95.829,4.8,1.355
HOMOLUMOCHON_final|VEVDIK|2164,2165,VEVDIK,8.179,23.616,8.873,90.0,90.0,109.23,5.29,1.397
HOMOLUMOCHON_final|VEWSIA|2165,2166,VEWSIA,9.8288,10.0611,12.0314,71.424,67.243,83.771,4.17,1.218
HOMOLUMOCHON_final|VEYZAB|2166,2167,VEYZAB,14.7,5.8362,19.1666,90.0,90.0,107.03,10.27,1.231
HOMOLUMOCHON_final|VEYZEF|2167,2168,VEYZEF,12.4758,9.6933,14.4196,90.0,90.0,113.032,4.27,1.206
HOMOLUMOCHON_final|VEZLAO|2168,2169,VEZLAO,6.9623,11.418,16.932,90.0,90.0,90.0,5.01,1.275
HOMOLUMOCHON_final|VICWUA|2169,2170,VICWUA,9.817,11.2404,11.5762,109.371,93.782,95.624,4.52,1.377
HOMOLUMOCHON_final|VIFDUK|2170,2171,VIFDUK,6.6952,18.1555,7.956,90.0,90.0,96.612,4.89,1.288
HOMOLUMOCHON_final|VIFGIB|2171,2172,VIFGIB,10.4248,12.8075,11.7988,90.0,90.0,112.968,5.2,1.087
HOMOLUMOCHON_final|VIGHOJ|2172,2173,VIGHOJ,15.3215,10.6382,9.4347,90.0,90.0,95.448,3.57,1.29
HOMOLUMOCHON_final|VIGHUP|2173,2174,VIGHUP,10.3535,10.2064,17.3231,90.0,90.0,94.573,3.77,1.272
HOMOLUMOCHON_final|VIGPOR|2174,2175,VIGPOR,24.358,18.941,5.1989,90.0,90.0,90.0,2.82,1.33
HOMOLUMOCHON_final|VIGXIT|2175,2176,VIGXIT,8.1937,9.0049,18.167,100.781,108.19,90.969,8.81,1.426
HOMOLUMOCHON_final|VIJFOK|2176,2177,VIJFOK,5.7856,10.077,21.067,90.0,90.0,90.0,4.2,1.591
HOMOLUMOCHON_final|VINZOI|2177,2178,VINZOI,9.0752,10.5145,11.7295,81.881,77.801,81.628,2.96,1.388
HOMOLUMOCHON_final|VIRZIG|2178,2179,VIRZIG,5.3133,8.0571,36.533,90.0,90.0,90.0,8.61,1.39
HOMOLUMOCHON_final|VISCOQ|2179,2180,VISCOQ,10.0062,10.4056,10.5063,109.884,107.632,90.165,3.63,1.332
HOMOLUMOCHON_final|VISCUW|2180,2181,VISCUW,11.0036,15.2163,9.068,90.0,90.0,108.989,3.51,1.32
HOMOLUMOCHON_final|VIVSOJ|2181,2182,VIVSOJ,8.4539,11.63,12.4978,90.0,90.0,90.0,3.5,1.24
HOMOLUMOCHON_final|VIXFUE|2182,2183,VIXFUE,6.306,12.2921,14.2864,92.837,96.315,99.98,3.22,1.261
HOMOLUMOCHON_final|VIXGAL|2183,2184,VIXGAL,6.01,6.8165,34.162,90.0,90.0,90.981,4.68,1.255
HOMOLUMOCHON_final|VIXGEP|2184,2185,VIXGEP,13.5894,11.9003,15.2111,90.0,90.0,105.038,3.91,1.243
HOMOLUMOCHON_final|VIXGIT|2185,2186,VIXGIT,11.122,6.6592,35.002,90.0,90.0,95.294,4.79,1.293
HOMOLUMOCHON_final|VIXGOZ|2186,2187,VIXGOZ,15.6096,9.387,14.6695,90.0,90.0,100.607,4.6,1.335
HOMOLUMOCHON_final|VIXMUL|2187,2188,VIXMUL,13.798,6.866,19.102,90.0,90.0,92.998,6.52,1.383
HOMOLUMOCHON_final|VODVIU|2188,2189,VODVIU,11.6078,13.9384,9.6134,90.0,90.0,110.851,4.25,1.176
HOMOLUMOCHON_final|VODVOA|2189,2190,VODVOA,12.7562,16.6223,9.422,90.0,90.0,98.624,5.65,1.169
HOMOLUMOCHON_final|VOHYAT|2190,2191,VOHYAT,10.8216,15.9175,10.4136,90.0,90.0,107.091,3.83,1.381
HOMOLUMOCHON_final|VOJFEG|2191,2192,VOJFEG,43.6905,4.7258,9.8928,90.0,90.0,96.935,4.01,1.201
HOMOLUMOCHON_final|VOLDIK01|2192,2193,VOLDIK01,9.651,10.909,13.737,106.597,99.779,108.664,6.33,1.253
HOMOLUMOCHON_final|VOMSIA|2193,2194,VOMSIA,11.8433,8.0475,14.4207,90.0,90.0,96.435,4.32,1.368
HOMOLUMOCHON_final|VOPZEG|2194,2195,VOPZEG,13.0944,13.4476,14.3,90.0,90.0,100.939,4.04,1.353
HOMOLUMOCHON_final|VOQKES|2195,2196,VOQKES,7.6948,14.9092,12.5224,90.0,90.0,91.778,5.72,1.454
HOMOLUMOCHON_final|VORLEU|2196,2197,VORLEU,10.0683,15.464,16.3436,90.0,90.0,90.0,3.03,1.745
HOMOLUMOCHON_final|VORNIA|2197,2198,VORNIA,14.6672,11.0644,16.7272,90.0,90.0,107.205,5.45,1.293
HOMOLUMOCHON_final|VORPIB01|2198,2199,VORPIB01,8.843,13.407,13.926,90.0,90.0,90.0,3.55,1.397
HOMOLUMOCHON_final|VUCJAG|2199,2200,VUCJAG,8.2359,8.5523,9.8068,82.635,78.539,75.399,5.17,1.345
HOMOLUMOCHON_final|VUFJEL|2200,2201,VUFJEL,14.578,7.267,15.491,90.0,90.0,111.88,5.2,1.423
HOMOLUMOCHON_final|VUHZEE|2201,2202,VUHZEE,7.682,16.375,10.8454,90.0,90.0,93.972,2.82,1.302
HOMOLUMOCHON_final|VUJGEN|2202,2203,VUJGEN,9.9586,14.0837,16.4413,90.0,90.0,96.11,4.46,1.259
HOMOLUMOCHON_final|VUMXAD|2203,2204,VUMXAD,6.6925,11.4684,20.9665,90.0,90.0,90.0,3.82,1.277
HOMOLUMOCHON_final|VUNFIU|2204,2205,VUNFIU,5.523,8.653,39.737,90.0,90.0,90.0,6.08,1.397
HOMOLUMOCHON_final|VUQSOQ|2205,2206,VUQSOQ,9.3002,11.4608,16.5172,90.0,90.0,99.822,4.32,1.246
HOMOLUMOCHON_final|VUQTEH|2206,2207,VUQTEH,8.5295,10.4269,29.0633,90.0,90.0,90.0,3.54,1.235
HOMOLUMOCHON_final|VUSTAF|2207,2208,VUSTAF,6.4808,15.236,15.7084,90.0,90.0,90.0,3.1,1.333
HOMOLUMOCHON_final|VUWQEK|2208,2209,VUWQEK,10.2994,12.6537,13.9603,90.0,90.0,90.0,2.93,1.17
HOMOLUMOCHON_final|VUWSUC|2209,2210,VUWSUC,9.1791,13.3567,10.1952,90.0,90.0,112.319,5.6,1.34
HOMOLUMOCHON_final|VUYWES|2210,2211,VUYWES,10.6525,7.3014,15.6828,90.0,90.0,93.982,4.19,1.486
HOMOLUMOCHON_final|VUZPEM|2211,2212,VUZPEM,10.7572,8.6057,17.2961,90.0,90.0,123.394,3.92,1.398
HOMOLUMOCHON_final|VUZYIZ|2212,2213,VUZYIZ,14.2326,8.6505,16.841,90.0,90.0,97.796,3.9,1.337
HOMOLUMOCHON_final|WACKES|2213,2214,WACKES,10.7525,11.8973,11.634,90.0,90.0,115.434,4.71,1.395
HOMOLUMOCHON_final|WACVON|2214,2215,WACVON,10.9034,8.5533,14.7437,90.0,90.0,90.0,3.31,1.383
HOMOLUMOCHON_final|WAHFER|2215,2216,WAHFER,9.286,9.9036,17.026,86.919,70.616,78.776,4.1,1.311
HOMOLUMOCHON_final|WAKBUH|2216,2217,WAKBUH,4.8388,16.9567,17.7886,90.0,90.0,90.0,4.65,1.467
HOMOLUMOCHON_final|WALFIZ|2217,2218,WALFIZ,9.57,20.478,8.368,90.0,90.0,94.969,5.76,1.327
HOMOLUMOCHON_final|WALLAY|2218,2219,WALLAY,9.4952,14.7071,7.2815,90.0,90.0,90.0,3.33,1.334
HOMOLUMOCHON_final|WALLEC|2219,2220,WALLEC,9.439,14.67,14.954,90.0,90.0,90.0,5.53,1.362
HOMOLUMOCHON_final|WASKUX|2220,2221,WASKUX,8.9268,25.9516,8.1564,90.0,90.0,103.434,4.76,1.18
HOMOLUMOCHON_final|WAVZAV01|2221,2222,WAVZAV01,7.0644,7.577,23.8053,90.0,90.0,90.0,3.3,1.273
HOMOLUMOCHON_final|WEDSEE01|2222,2223,WEDSEE01,16.432,12.686,11.481,90.0,90.0,121.32,10.71,1.457
HOMOLUMOCHON_final|WEDSOO|2223,2224,WEDSOO,8.1195,17.7566,8.7302,90.0,90.0,116.352,3.66,1.427
HOMOLUMOCHON_final|WEDWAE|2224,2225,WEDWAE,9.536,10.71,17.567,90.0,90.0,95.48,3.96,1.214
HOMOLUMOCHON_final|WEGHUM|2225,2226,WEGHUM,7.9142,15.37,13.0993,90.0,90.0,99.019,6.54,1.207
HOMOLUMOCHON_final|WEGQOP|2226,2227,WEGQOP,8.8738,9.953,21.705,90.0,90.0,90.0,2.77,1.204
HOMOLUMOCHON_final|WEJJOL|2227,2228,WEJJOL,3.8809,10.6603,26.55,90.0,90.0,94.867,7.0,1.476
HOMOLUMOCHON_final|WELQIO|2228,2229,WELQIO,26.312,5.25,21.028,90.0,90.0,116.081,5.44,1.361
HOMOLUMOCHON_final|WERMOW|2229,2230,WERMOW,9.6344,10.5587,13.3982,85.2414,63.9114,70.5687,3.38,1.222
HOMOLUMOCHON_final|WERNAJ|2230,2231,WERNAJ,12.5785,9.316,13.1694,90.0,90.0,105.081,5.37,1.254
HOMOLUMOCHON_final|WETBON|2231,2232,WETBON,9.764,10.206,10.51,90.0,90.0,96.686,4.01,1.295
HOMOLUMOCHON_final|WETCAA|2232,2233,WETCAA,9.784,10.25,21.305,90.0,90.0,90.0,3.52,1.31
HOMOLUMOCHON_final|WETCEE|2233,2234,WETCEE,9.664,11.699,9.587,90.0,90.0,99.372,4.61,1.309
HOMOLUMOCHON_final|WEXCEI|2234,2235,WEXCEI,16.6861,9.1727,16.2336,90.0,90.0,112.03,3.12,1.227
HOMOLUMOCHON_final|WIBGEU|2235,2236,WIBGEU,9.173,6.7359,26.879,90.0,90.0,94.218,3.56,1.345
HOMOLUMOCHON_final|WIBLEZ|2236,2237,WIBLEZ,14.782,9.962,17.144,90.0,90.0,90.0,5.79,1.333
HOMOLUMOCHON_final|WIXTUT|2237,2238,WIXTUT,17.937,5.739,20.731,90.0,90.0,90.0,5.07,1.312
HOMOLUMOCHON_final|WOBHOK|2238,2239,WOBHOK,15.7883,3.9239,22.6063,90.0,90.0,105.767,5.43,1.391
HOMOLUMOCHON_final|WOBRAH|2239,2240,WOBRAH,12.1398,12.848,13.5618,90.0,90.0,90.0,4.07,1.217
HOMOLUMOCHON_final|WOBROV|2240,2241,WOBROV,8.2463,10.6095,24.6291,90.0,90.0,90.0,3.26,1.195
HOMOLUMOCHON_final|WOFFON|2241,2242,WOFFON,5.9864,8.592,24.275,90.0,90.0,95.158,3.9,1.3
HOMOLUMOCHON_final|WOFJUX|2242,2243,WOFJUX,9.0392,11.9206,13.2712,75.358,75.792,73.601,4.37,1.339
HOMOLUMOCHON_final|WOGYIB|2243,2244,WOGYIB,10.475,10.475,18.1237,90.0,90.0,90.0,2.97,1.194
HOMOLUMOCHON_final|WOJKIQ|2244,2245,WOJKIQ,10.1291,13.2035,15.8027,90.0,90.0,97.059,5.04,1.42
HOMOLUMOCHON_final|WOMREV|2245,2246,WOMREV,6.443,30.3339,8.6077,90.0,90.0,97.384,4.55,1.335
HOMOLUMOCHON_final|WONDAF|2246,2247,WONDAF,9.106,13.46,14.327,90.0,90.0,97.728,3.87,1.372
HOMOLUMOCHON_final|WOWMUQ|2247,2248,WOWMUQ,5.639,41.094,9.1933,90.0,90.0,107.811,6.17,1.22
HOMOLUMOCHON_final|WOYJAV|2248,2249,WOYJAV,12.5439,18.3319,5.9289,90.0,90.0,90.0,2.9,1.302
HOMOLUMOCHON_final|WUJXOP|2249,2250,WUJXOP,10.6641,7.8382,18.3358,90.0,90.0,95.948,4.33,1.296
HOMOLUMOCHON_final|WULTAZ|2250,2251,WULTAZ,9.858,12.9873,13.198,90.0,90.0,102.346,6.58,1.309
HOMOLUMOCHON_final|WULTED|2251,2252,WULTED,6.8395,9.1094,10.5243,68.143,77.939,70.861,9.56,1.25
HOMOLUMOCHON_final|WUMSUT|2252,2253,WUMSUT,7.8324,25.8462,8.3639,90.0,90.0,107.473,4.18,1.412
HOMOLUMOCHON_final|WUMTAA|2253,2254,WUMTAA,9.9933,8.1292,19.993,90.0,90.0,103.468,4.02,1.356
HOMOLUMOCHON_final|WUMTEE|2254,2255,WUMTEE,11.9736,13.2421,11.3948,90.0,90.0,102.494,3.58,1.308
HOMOLUMOCHON_final|WUMTII|2255,2256,WUMTII,12.049,15.856,8.11,90.0,90.0,96.293,3.76,1.42
HOMOLUMOCHON_final|WUMTOO|2256,2257,WUMTOO,24.45,8.5899,6.914,90.0,90.0,95.112,4.19,1.416
HOMOLUMOCHON_final|WUMVAC|2257,2258,WUMVAC,7.4009,9.1172,26.7217,90.0,90.0,90.0,2.92,1.317
HOMOLUMOCHON_final|WUMVEG|2258,2259,WUMVEG,14.7842,14.5452,7.6305,90.0,90.0,102.909,3.6,1.426
HOMOLUMOCHON_final|WUPBEO|2259,2260,WUPBEO,7.8144,11.7757,16.8665,90.0,90.0,90.0,3.67,1.179
HOMOLUMOCHON_final|WUQBEQ|2260,2261,WUQBEQ,21.933,5.605,10.1718,90.0,90.0,98.548,4.99,1.232
HOMOLUMOCHON_final|WURDAP|2261,2262,WURDAP,7.113,15.103,15.352,90.0,90.0,90.0,3.72,1.282
HOMOLUMOCHON_final|WUSSAF|2262,2263,WUSSAF,9.1039,9.6255,25.0902,90.0,90.0,90.0,2.84,1.295
HOMOLUMOCHON_final|WUTBOD|2263,2264,WUTBOD,10.863,11.3675,16.727,90.0,90.0,97.242,5.53,1.233
HOMOLUMOCHON_final|WUTQOS|2264,2265,WUTQOS,10.447,8.875,16.749,90.0,90.0,106.736,19.92,1.328
HOMOLUMOCHON_final|WUTRAF|2265,2266,WUTRAF,9.367,12.3,16.364,90.0,90.0,101.12,11.92,1.262
HOMOLUMOCHON_final|WUVSOV|2266,2267,WUVSOV,10.3434,14.608,10.4658,90.0,90.0,90.835,4.81,1.207
HOMOLUMOCHON_final|WUWMEG|2267,2268,WUWMEG,29.38,7.473,10.371,90.0,90.0,90.0,3.6,1.337
HOMOLUMOCHON_final|WUXLEH|2268,2269,WUXLEH,17.9436,7.4072,10.339,90.0,90.0,100.018,4.05,1.322
HOMOLUMOCHON_final|XABCOT|2269,2270,XABCOT,8.153,11.284,11.373,90.0,90.0,91.916,3.43,1.519
HOMOLUMOCHON_final|XABFIQ|2270,2271,XABFIQ,18.486,10.99,13.692,90.0,90.0,96.495,5.5,1.333
HOMOLUMOCHON_final|XACNIA|2271,2272,XACNIA,6.172,8.622,12.85,90.0,90.0,101.54,4.43,1.424
HOMOLUMOCHON_final|XAHFUI|2272,2273,XAHFUI,6.5986,6.5986,53.743,90.0,90.0,90.0,7.77,1.302
HOMOLUMOCHON_final|XAJSAE|2273,2274,XAJSAE,17.3341,5.7354,18.6716,90.0,90.0,111.337,3.54,1.591
HOMOLUMOCHON_final|XAJSOS|2274,2275,XAJSOS,7.7687,13.0713,16.9,90.0,90.0,90.0,3.28,1.36
HOMOLUMOCHON_final|XAJVAH|2275,2276,XAJVAH,9.3382,14.1577,17.0069,90.0,90.0,90.0,6.09,1.163
HOMOLUMOCHON_final|XAJWOV|2276,2277,XAJWOV,9.975,14.6856,10.1388,90.0,90.0,116.812,4.46,1.329
HOMOLUMOCHON_final|XAPREM|2277,2278,XAPREM,16.33,8.353,8.78,90.0,90.0,90.0,3.51,1.554
HOMOLUMOCHON_final|XAPTAK01|2278,2279,XAPTAK01,7.0476,13.9335,14.8248,90.0,90.0,90.0,1.82,1.238
HOMOLUMOCHON_final|XAQTUF|2279,2280,XAQTUF,6.931,8.8942,20.0216,90.0,90.0,90.0,2.47,1.358
HOMOLUMOCHON_final|XAYPUI|2280,2281,XAYPUI,9.4318,9.4318,27.989,90.0,90.0,90.0,3.06,1.245
HOMOLUMOCHON_final|XAZYED|2281,2282,XAZYED,12.1488,12.2273,7.3404,90.0,90.0,99.329,3.59,1.329
